transaction_id,customer_id,account_id,date,transaction_type,amount,merchant,payment_mode,status
T000700,C09294,A17983,2026-06-22,Debit,627,Uber,UPI,Failed
T000701,C03692,A16805,2026-05-31,Debit,4632,Flipkart,UPI,Success
T000702,C03812,A17633,2026-04-22,Debit,874,Uber,UPI,Success
T000703,C02988,A14024,2026-07-04,Debit,2658,D-Mart,UPI,Success
T000704,C09963,A12260,2026-05-02,Debit,4467,Netflix,UPI,Success
T000705,C07832,A10369,2026-03-31,Debit,4421,Uber,UPI,Success
T000706,C09442,A19102,2026-04-04,Debit,2252,Netflix,Bank Transfer,Success
T000707,C09786,A10946,2026-04-26,Debit,892,Airtel,UPI,Success
T000708,C08381,A18102,2026-03-11,Debit,924,Zomato,UPI,Success
T000709,C07042,A12079,2026-02-10,Debit,922,Netflix,Credit Card,Success
T000710,C08973,A18066,2026-01-05,Debit,2544,Airtel,Debit Card,Failed
T000711,C09472,A16236,2026-04-23,Debit,277,Netflix,Debit Card,Success
T000712,C04517,A19466,2026-04-24,Credit,93383,Cashback,Credit Card,Success
T000713,C08280,A18691,2026-07-19,Debit,1366,MakeMyTrip,UPI,Success
T000714,C00893,A18507,2026-05-06,Debit,3050,D-Mart,Credit Card,Success
T000715,C00105,A14569,2026-04-08,Debit,4021,Flipkart,UPI,Failed
T000716,C01742,A19292,2026-06-20,Debit,2780,Swiggy,Debit Card,Success
T000717,C05905,A14365,2026-03-31,Debit,3381,D-Mart,Debit Card,Success
T000718,C06936,A12759,2026-07-03,Debit,142,Flipkart,UPI,Success
T000719,C05515,A16118,2026-07-09,Debit,4187,Uber,UPI,Success
T000720,C07034,A18815,2026-06-11,Debit,3672,Zomato,UPI,Success
T000721,C07315,A11119,2026-06-18,Debit,4371,Flipkart,UPI,Success
T000722,C09838,A13241,2026-03-28,Credit,86193,UPI Received,Debit Card,Success
T000723,C05701,A18481,2026-05-01,Credit,28184,Cashback,Credit Card,Success
T000724,C07243,A19349,2026-07-15,Debit,2349,Electricity Board,Credit Card,Success
T000725,C06799,A11077,2026-01-12,Debit,3353,Netflix,Debit Card,Success
T000726,C08893,A12035,2026-05-26,Debit,1374,MakeMyTrip,Credit Card,Success
T000727,C09617,A18195,2026-04-17,Debit,680,Netflix,UPI,Success
T000728,C08216,A11828,2026-03-11,Credit,62651,Interest Credit,UPI,Success
T000729,C03667,A10622,2026-01-03,Debit,3586,Airtel,Debit Card,Success
T000730,C07639,A19451,2026-06-13,Debit,4584,Electricity Board,Debit Card,Success
T000731,C02587,A15461,2026-06-19,Debit,3889,Flipkart,Debit Card,Success
T000732,C06602,A18304,2026-07-05,Credit,79780,Interest Credit,UPI,Success
T000733,C08117,A11225,2026-05-17,Debit,4663,Flipkart,UPI,Success
T000734,C05282,A11966,2026-03-12,Debit,2599,Airtel,UPI,Success
T000735,C04827,A18707,2026-04-08,Debit,4261,Amazon,UPI,Success
T000736,C01948,A17630,2026-02-07,Debit,3585,Uber,Bank Transfer,Success
T000737,C08044,A12449,2026-05-28,Credit,10535,Bank Refund,Debit Card,Success
T000738,C07026,A16842,2026-01-30,Debit,4665,MakeMyTrip,Credit Card,Failed
T000739,C07661,A13158,2026-02-21,Debit,4886,Flipkart,UPI,Failed
T000740,C01962,A14630,2026-04-29,Credit,78896,Salary,Credit Card,Success
T000741,C04625,A17936,2026-02-19,Debit,3632,Airtel,Credit Card,Success
T000742,C08403,A12297,2026-03-13,Debit,890,D-Mart,Net Banking,Success
T000743,C09821,A11996,2026-02-21,Debit,3476,Netflix,Credit Card,Success
T000744,C03798,A12585,2026-02-03,Debit,544,Airtel,UPI,Success
T000745,C08333,A14333,2026-04-18,Debit,2345,MakeMyTrip,UPI,Failed
T000746,C09259,A14934,2026-07-19,Credit,24443,UPI Received,Net Banking,Success
T000747,C09658,A14912,2026-01-21,Debit,4507,Zomato,UPI,Success
T000748,C07901,A18248,2026-06-20,Debit,105,D-Mart,UPI,Success
T000749,C03601,A15084,2026-06-08,Debit,3694,D-Mart,Credit Card,Success
T000750,C05534,A17297,2026-07-16,Debit,1664,Zomato,UPI,Success
T000751,C06890,A15904,2026-03-08,Debit,1506,Flipkart,UPI,Success
T000752,C08162,A19766,2026-01-20,Debit,1574,Flipkart,UPI,Success
T000753,C05767,A19942,2026-07-23,Debit,4086,Uber,Credit Card,Success
T000754,C07135,A14034,2026-05-25,Debit,3983,Zomato,UPI,Success
T000755,C03946,A12250,2026-06-15,Debit,2468,Amazon,Credit Card,Success
T000756,C07406,A16521,2026-03-18,Debit,1817,Airtel,UPI,Success
T000757,C04155,A15090,2026-05-24,Debit,452,Electricity Board,UPI,Success
T000758,C01772,A16574,2026-04-25,Debit,3054,Airtel,UPI,Success
T000759,C00342,A10651,2026-05-04,Debit,3391,MakeMyTrip,Bank Transfer,Failed
T000760,C07479,A17252,2026-06-06,Debit,4872,Zomato,Net Banking,Success
T000761,C01831,A10865,2026-06-24,Debit,2561,Amazon,UPI,Success
T000762,C06769,A12070,2026-02-19,Debit,3328,Swiggy,Debit Card,Success
T000763,C09080,A16880,2026-01-07,Credit,86934,Cashback,Credit Card,Success
T000764,C01978,A10940,2026-05-02,Debit,4136,Uber,UPI,Success
T000765,C06512,A19010,2026-02-02,Debit,1046,MakeMyTrip,Credit Card,Success
T000766,C01761,A16058,2026-06-16,Debit,1248,Uber,UPI,Success
T000767,C09613,A15443,2026-05-06,Debit,1316,Swiggy,Debit Card,Success
T000768,C06068,A14143,2026-02-27,Debit,3085,MakeMyTrip,Net Banking,Success
T000769,C04535,A11046,2026-01-12,Debit,3127,Netflix,UPI,Success
T000770,C05878,A12018,2026-04-03,Debit,4329,MakeMyTrip,Bank Transfer,Success
T000771,C08261,A11135,2026-03-25,Debit,612,Swiggy,UPI,Success
T000772,C02963,A16408,2026-06-22,Credit,80318,Dividend,Credit Card,Success
T000773,C01647,A10853,2026-01-02,Debit,2215,Airtel,Bank Transfer,Success
T000774,C02504,A17861,2026-05-19,Debit,1943,Swiggy,UPI,Success
T000775,C05853,A18390,2026-01-01,Debit,2058,Amazon,UPI,Pending
T000776,C00273,A14001,2026-04-03,Credit,75691,Dividend,UPI,Success
T000777,C02422,A15540,2026-03-06,Debit,490,D-Mart,Debit Card,Failed
T000778,C04780,A17040,2026-03-10,Credit,35923,Interest Credit,Debit Card,Success
T000779,C08886,A10185,2026-04-21,Debit,3269,Uber,Bank Transfer,Success
T000780,C01304,A19372,2026-03-08,Credit,8432,Salary,UPI,Success
T000781,C05943,A14043,2026-03-24,Debit,2442,Swiggy,Debit Card,Success
T000782,C06508,A16006,2026-03-19,Debit,3548,Swiggy,Credit Card,Success
T000783,C01089,A15572,2026-05-11,Debit,2475,Airtel,UPI,Success
T000784,C02173,A18468,2026-07-13,Debit,4788,MakeMyTrip,Bank Transfer,Success
T000785,C01064,A14582,2026-03-14,Debit,17,Flipkart,Debit Card,Success
T000786,C08528,A11722,2026-03-18,Credit,52748,Dividend,Debit Card,Success
T000787,C07114,A12077,2026-07-02,Credit,28369,Dividend,Bank Transfer,Success
T000788,C01895,A14796,2026-04-03,Debit,1797,Uber,Debit Card,Success
T000789,C02400,A10031,2026-07-07,Debit,4469,Electricity Board,UPI,Success
T000790,C08234,A18072,2026-03-20,Debit,4961,Amazon,UPI,Success
T000791,C06304,A10906,2026-01-07,Debit,940,Swiggy,UPI,Success
T000792,C02319,A14671,2026-06-07,Debit,3636,Uber,Credit Card,Success
T000793,C07699,A12592,2026-06-16,Debit,759,Flipkart,Bank Transfer,Failed
T000794,C09631,A10296,2026-01-14,Credit,16795,Salary,Bank Transfer,Success
T000795,C05323,A11972,2026-06-19,Debit,730,D-Mart,Bank Transfer,Success
T000796,C08149,A13011,2026-01-05,Debit,4097,Amazon,UPI,Failed
T000797,C04175,A11415,2026-02-21,Debit,1844,MakeMyTrip,Credit Card,Success
T000798,C07364,A11270,2026-07-08,Debit,2096,Netflix,UPI,Success
T000799,C06922,A12088,2026-04-13,Credit,38583,Salary,Bank Transfer,Success
T000800,C05997,A16221,2026-07-12,Debit,4417,Swiggy,UPI,Success
T000801,C04367,A10849,2026-02-10,Debit,3754,Airtel,UPI,Success
T000802,C02261,A18022,2026-06-29,Debit,2127,Airtel,UPI,Success
T000803,C01387,A17398,2026-07-20,Debit,2528,Airtel,UPI,Success
T000804,C04756,A12222,2026-01-08,Debit,3270,MakeMyTrip,UPI,Success
T000805,C03124,A12593,2026-01-13,Debit,4577,Flipkart,UPI,Success
T000806,C03843,A13034,2026-04-25,Debit,3800,Swiggy,UPI,Success
T000807,C05336,A18661,2026-05-02,Debit,623,Uber,UPI,Success
T000808,C03722,A15158,2026-03-18,Debit,2650,MakeMyTrip,UPI,Success
T000809,C06201,A14985,2026-04-18,Credit,24767,Cashback,UPI,Success
T000810,C09127,A13338,2026-03-24,Debit,2511,Amazon,UPI,Success
T000811,C02709,A11128,2026-05-26,Debit,4061,Flipkart,UPI,Success
T000812,C00998,A15021,2026-05-12,Debit,1906,Netflix,UPI,Success
T000813,C04135,A11715,2026-02-16,Debit,1055,Netflix,Credit Card,Success
T000814,C04023,A17175,2026-02-20,Credit,41725,UPI Received,Credit Card,Success
T000815,C02923,A10771,2026-03-07,Debit,4153,Uber,Debit Card,Success
T000816,C09899,A14023,2026-02-21,Debit,3473,Electricity Board,UPI,Success
T000817,C01372,A19475,2026-04-15,Debit,3683,Netflix,Net Banking,Success
T000818,C07036,A12768,2026-04-14,Debit,4941,Netflix,UPI,Success
T000819,C03394,A17113,2026-04-17,Debit,2567,Flipkart,UPI,Success
T000820,C02161,A11914,2026-04-23,Debit,400,Electricity Board,Credit Card,Success
T000821,C08762,A14817,2026-04-04,Debit,11,MakeMyTrip,UPI,Failed
T000822,C01782,A11172,2026-02-01,Debit,1377,Uber,Net Banking,Success
T000823,C03526,A12737,2026-01-14,Credit,82950,Cashback,Debit Card,Pending
T000824,C03645,A11881,2026-06-01,Debit,658,Flipkart,Debit Card,Success
T000825,C01041,A10047,2026-04-20,Debit,1011,Airtel,UPI,Success
T000826,C00304,A13210,2026-03-31,Debit,1542,D-Mart,UPI,Success
T000827,C05171,A12003,2026-07-09,Credit,71035,Interest Credit,UPI,Success
T000828,C06560,A14452,2026-01-20,Debit,4124,Uber,Debit Card,Success
T000829,C06077,A17458,2026-01-17,Credit,81157,Salary,Bank Transfer,Success
T000830,C08481,A13173,2026-01-23,Credit,12568,Dividend,Credit Card,Success
T000831,C06830,A12930,2026-05-07,Credit,49438,Bank Refund,UPI,Success
T000832,C06886,A17774,2026-01-16,Debit,1816,Electricity Board,UPI,Success
T000833,C04388,A10557,2026-07-14,Credit,98621,Salary,UPI,Success
T000834,C00535,A17177,2026-03-10,Credit,70390,UPI Received,UPI,Success
T000835,C05151,A19335,2026-01-02,Debit,1548,Flipkart,Credit Card,Success
T000836,C08364,A13831,2026-01-15,Debit,2183,MakeMyTrip,Debit Card,Failed
T000837,C02079,A10169,2026-06-23,Debit,1312,Electricity Board,Credit Card,Success
T000838,C09072,A18408,2026-02-24,Debit,905,Electricity Board,Debit Card,Success
T000839,C03572,A13837,2026-07-08,Debit,3518,Swiggy,UPI,Success
T000840,C09067,A11279,2026-07-10,Debit,3648,MakeMyTrip,UPI,Success
T000841,C00550,A11397,2026-06-30,Debit,1548,Netflix,Credit Card,Success
T000842,C02361,A11666,2026-02-28,Debit,1872,Airtel,Debit Card,Success
T000843,C05013,A10662,2026-01-13,Debit,4209,Uber,UPI,Success
T000844,C04989,A12315,2026-01-14,Debit,1291,MakeMyTrip,UPI,Success
T000845,C08314,A17440,2026-06-21,Debit,1330,Swiggy,UPI,Success
T000846,C04483,A17137,2026-01-11,Debit,4746,Netflix,Credit Card,Failed
T000847,C02620,A16117,2026-05-27,Debit,4084,Amazon,Debit Card,Success
T000848,C08736,A16448,2026-01-29,Debit,620,Airtel,UPI,Success
T000849,C05502,A13787,2026-03-24,Credit,74741,Salary,Debit Card,Success
T000850,C01604,A11712,2026-07-09,Debit,4676,D-Mart,Debit Card,Success
T000851,C06356,A15681,2026-07-11,Debit,3405,Flipkart,UPI,Success
T000852,C08677,A17191,2026-04-23,Debit,2687,Uber,Debit Card,Success
T000853,C07974,A11779,2026-07-17,Debit,1015,Zomato,UPI,Success
T000854,C04516,A18406,2026-02-23,Credit,6617,Dividend,UPI,Success
T000855,C06599,A11517,2026-03-17,Credit,73700,Dividend,Debit Card,Success
T000856,C01099,A11845,2026-01-24,Debit,2757,Amazon,UPI,Success
T000857,C06222,A15321,2026-06-14,Debit,2743,Amazon,Credit Card,Success
T000858,C04497,A16323,2026-03-11,Credit,42657,Salary,UPI,Success
T000859,C09855,A16645,2026-07-14,Debit,3713,Netflix,UPI,Success
T000860,C07229,A13556,2026-05-10,Debit,4637,Zomato,UPI,Success
T000861,C06955,A13142,2026-06-30,Debit,1814,Electricity Board,UPI,Success
T000862,C00153,A18920,2026-04-17,Credit,81850,Bank Refund,UPI,Success
T000863,C04301,A11804,2026-03-20,Debit,2178,Flipkart,Debit Card,Success
T000864,C08276,A14741,2026-02-11,Debit,4498,Flipkart,UPI,Success
T000865,C07425,A13962,2026-04-08,Debit,3192,Electricity Board,UPI,Success
T000866,C03335,A11689,2026-04-13,Debit,1324,Netflix,UPI,Success
T000867,C01541,A17697,2026-05-09,Debit,4691,Swiggy,UPI,Success
T000868,C01833,A11200,2026-02-25,Debit,78,Airtel,UPI,Success
T000869,C03776,A13753,2026-03-24,Debit,2704,Flipkart,UPI,Success
T000870,C09309,A10324,2026-02-18,Debit,1192,Uber,Debit Card,Success
T000871,C03805,A11378,2026-06-03,Debit,3122,Airtel,Credit Card,Success
T000872,C07033,A11375,2026-06-11,Debit,4098,Swiggy,Bank Transfer,Success
T000873,C02582,A15379,2026-05-08,Debit,1159,D-Mart,UPI,Success
T000874,C06986,A13517,2026-02-05,Debit,4827,Uber,UPI,Success
T000875,C08159,A11245,2026-03-14,Debit,3592,Airtel,UPI,Success
T000876,C01970,A19589,2026-02-17,Debit,4678,Electricity Board,Debit Card,Success
T000877,C00904,A15186,2026-01-25,Debit,1443,Airtel,Bank Transfer,Success
T000878,C06849,A18777,2026-04-12,Debit,4939,D-Mart,Bank Transfer,Success
T000879,C07954,A17156,2026-05-24,Debit,2500,Uber,Debit Card,Success
T000880,C07708,A18355,2026-02-03,Credit,57085,Salary,UPI,Success
T000881,C07071,A13947,2026-02-19,Debit,4316,Flipkart,Net Banking,Success
T000882,C09721,A19192,2026-06-13,Debit,1740,Swiggy,Debit Card,Success
T000883,C03441,A17537,2026-06-26,Debit,569,Uber,Credit Card,Success
T000884,C07631,A10705,2026-04-16,Debit,2138,Amazon,UPI,Success
T000885,C09819,A18237,2026-07-14,Debit,1123,Netflix,UPI,Success
T000886,C05516,A10646,2026-07-08,Debit,1206,MakeMyTrip,Debit Card,Success
T000887,C09999,A10858,2026-06-18,Credit,68110,Interest Credit,UPI,Success
T000888,C05308,A18522,2026-06-02,Debit,2918,Uber,UPI,Success
T000889,C09132,A18759,2026-07-11,Debit,4398,Uber,UPI,Success
T000890,C06721,A16064,2026-01-20,Debit,3380,Amazon,Credit Card,Success
T000891,C08534,A15585,2026-04-20,Debit,3281,Uber,Credit Card,Success
T000892,C06697,A16790,2026-04-09,Debit,1084,MakeMyTrip,Credit Card,Success
T000893,C05561,A18949,2026-04-16,Debit,3042,Airtel,Debit Card,Success
T000894,C06164,A16517,2026-02-11,Debit,4838,Flipkart,Credit Card,Success
T000895,C06775,A15260,2026-03-12,Credit,54219,Salary,Bank Transfer,Success
T000896,C00309,A18139,2026-07-21,Debit,3784,Flipkart,UPI,Success
T000897,C02413,A19907,2026-04-22,Debit,4913,Swiggy,UPI,Success
T000898,C09046,A17906,2026-02-07,Credit,15186,UPI Received,Debit Card,Success
T000899,C07800,A12993,2026-06-01,Credit,18924,Interest Credit,Debit Card,Success
T000900,C04691,A14268,2026-05-30,Credit,94832,Interest Credit,UPI,Pending
T000901,C06706,A14935,2026-01-28,Debit,2519,D-Mart,Debit Card,Success
T000902,C00576,A15776,2026-07-08,Debit,2167,Airtel,Debit Card,Success
T000903,C03626,A14736,2026-01-07,Debit,348,D-Mart,Credit Card,Success
T000904,C00591,A16895,2026-01-17,Debit,1813,Amazon,Debit Card,Success
T000905,C02195,A16789,2026-04-08,Debit,3005,Zomato,UPI,Success
T000906,C09483,A12872,2026-02-04,Credit,2352,Salary,Debit Card,Success
T000907,C02099,A12896,2026-04-22,Debit,4878,Airtel,Bank Transfer,Success
T000908,C02034,A11282,2026-05-16,Debit,3577,Swiggy,UPI,Success
T000909,C08133,A10265,2026-04-10,Debit,2490,Netflix,Debit Card,Success
T000910,C09568,A13828,2026-06-22,Debit,2061,Uber,UPI,Success
T000911,C04649,A11892,2026-01-27,Debit,2517,Netflix,UPI,Success
T000912,C00974,A17330,2026-05-22,Debit,2502,Zomato,UPI,Success
T000913,C03441,A15206,2026-05-21,Debit,3778,Uber,UPI,Success
T000914,C09801,A10793,2026-01-28,Debit,779,D-Mart,UPI,Success
T000915,C08446,A11318,2026-06-20,Debit,2948,Electricity Board,UPI,Success
T000916,C04664,A15221,2026-06-28,Debit,1014,Uber,UPI,Pending
T000917,C01108,A15202,2026-03-02,Debit,4615,D-Mart,Debit Card,Success
T000918,C08950,A15868,2026-07-02,Debit,2488,Netflix,Debit Card,Success
T000919,C09544,A19656,2026-04-29,Debit,212,Uber,UPI,Success
T000920,C06202,A16397,2026-04-24,Debit,4415,MakeMyTrip,UPI,Success
T000921,C04628,A14190,2026-03-22,Debit,832,Zomato,Net Banking,Success
T000922,C04318,A14986,2026-02-23,Debit,2392,Flipkart,Credit Card,Pending
T000923,C04009,A18320,2026-07-24,Credit,15498,Dividend,UPI,Success
T000924,C04127,A16491,2026-01-21,Debit,4892,Airtel,Bank Transfer,Success
T000925,C08801,A19602,2026-03-11,Debit,2879,Airtel,Credit Card,Success
T000926,C03075,A15444,2026-01-25,Debit,3167,Flipkart,UPI,Success
T000927,C05605,A13427,2026-04-04,Credit,88990,Bank Refund,Debit Card,Success
T000928,C04266,A12028,2026-05-03,Credit,89375,Cashback,UPI,Success
T000929,C04186,A10885,2026-05-15,Debit,2280,Uber,Credit Card,Success
T000930,C06612,A10695,2026-05-24,Credit,9172,Bank Refund,Credit Card,Success
T000931,C09817,A15343,2026-04-23,Debit,4036,D-Mart,Credit Card,Success
T000932,C00781,A10808,2026-02-02,Credit,59444,Interest Credit,UPI,Success
T000933,C03719,A18474,2026-05-26,Debit,4328,Flipkart,UPI,Success
T000934,C07384,A19769,2026-07-16,Debit,3901,Zomato,UPI,Success
T000935,C08811,A16758,2026-06-13,Credit,10278,UPI Received,Credit Card,Success
T000936,C06519,A13458,2026-02-25,Credit,79460,Salary,Bank Transfer,Success
T000937,C03896,A11388,2026-04-05,Debit,3013,D-Mart,UPI,Success
T000938,C07740,A17077,2026-05-07,Debit,442,Zomato,UPI,Success
T000939,C09858,A13593,2026-03-22,Credit,93927,Cashback,Bank Transfer,Success
T000940,C07156,A19778,2026-01-15,Debit,1637,Uber,Credit Card,Success
T000941,C04607,A19971,2026-05-06,Debit,714,Swiggy,Debit Card,Success
T000942,C06487,A15010,2026-02-04,Debit,910,MakeMyTrip,UPI,Success
T000943,C02536,A13536,2026-06-24,Debit,1971,Electricity Board,Credit Card,Success
T000944,C07474,A13561,2026-06-20,Debit,312,Amazon,UPI,Success
T000945,C07447,A16798,2026-05-29,Debit,4376,Zomato,Credit Card,Failed
T000946,C02055,A12192,2026-06-16,Debit,3243,Swiggy,UPI,Success
T000947,C05160,A17819,2026-05-27,Debit,3071,Uber,Debit Card,Success
T000948,C09978,A19287,2026-05-27,Credit,2519,Salary,UPI,Success
T000949,C04336,A15084,2026-01-11,Credit,76765,Interest Credit,UPI,Failed
T000950,C08808,A15884,2026-05-12,Debit,4595,Flipkart,Debit Card,Success
T000951,C00830,A10619,2026-01-01,Debit,4358,D-Mart,Credit Card,Success
T000952,C03006,A11320,2026-02-01,Debit,2319,D-Mart,UPI,Success
T000953,C07647,A11765,2026-02-21,Credit,33689,Interest Credit,UPI,Success
T000954,C04240,A14482,2026-04-02,Debit,3686,Amazon,Debit Card,Success
T000955,C08478,A14668,2026-03-24,Debit,564,D-Mart,UPI,Success
T000956,C05045,A12162,2026-01-02,Debit,2320,D-Mart,UPI,Success
T000957,C01671,A13754,2026-04-03,Debit,2466,Flipkart,UPI,Failed
T000958,C07430,A14297,2026-03-22,Debit,4283,Flipkart,Net Banking,Success
T000959,C06143,A12114,2026-05-29,Debit,4292,D-Mart,Bank Transfer,Success
T000960,C00202,A19363,2026-05-08,Debit,3020,Flipkart,Debit Card,Success
T000961,C09738,A12349,2026-06-08,Debit,2368,Uber,UPI,Success
T000962,C04686,A16635,2026-04-04,Debit,304,Zomato,UPI,Success
T000963,C06934,A10233,2026-02-11,Debit,2890,Amazon,UPI,Success
T000964,C08240,A19441,2026-04-24,Debit,3651,Electricity Board,Debit Card,Success
T000965,C08464,A14729,2026-01-18,Debit,4568,Netflix,UPI,Success
T000966,C07229,A13206,2026-05-16,Credit,72148,Interest Credit,Credit Card,Success
T000967,C05770,A11894,2026-02-13,Debit,3345,Netflix,UPI,Success
T000968,C01561,A11104,2026-06-11,Debit,2688,D-Mart,UPI,Success
T000969,C08620,A19115,2026-05-08,Debit,3401,Electricity Board,UPI,Success
T000970,C06098,A13555,2026-06-02,Debit,3778,Flipkart,UPI,Success
T000971,C02407,A19809,2026-07-21,Debit,4985,D-Mart,UPI,Success
T000972,C02647,A11514,2026-02-06,Credit,30837,Dividend,UPI,Success
T000973,C05169,A19165,2026-07-10,Debit,602,Electricity Board,UPI,Success
T000974,C09043,A17049,2026-01-31,Debit,4749,Zomato,UPI,Success
T000975,C03647,A14525,2026-05-29,Debit,2734,Zomato,Bank Transfer,Failed
T000976,C05087,A11993,2026-03-29,Debit,4142,Flipkart,UPI,Success
T000977,C05652,A17702,2026-01-31,Debit,637,Electricity Board,Net Banking,Success
T000978,C00215,A14813,2026-03-16,Credit,6397,Dividend,Debit Card,Success
T000979,C01627,A16863,2026-03-17,Debit,1529,Netflix,UPI,Success
T000980,C03951,A16010,2026-06-30,Credit,68201,UPI Received,UPI,Success
T000981,C06489,A13984,2026-05-04,Debit,4844,D-Mart,Credit Card,Success
T000982,C05443,A14196,2026-07-18,Debit,3543,Zomato,UPI,Success
T000983,C00153,A17828,2026-02-19,Credit,52760,Cashback,UPI,Success
T000984,C06793,A12536,2026-05-18,Debit,3624,Netflix,UPI,Success
T000985,C07857,A17730,2026-05-20,Credit,91555,Cashback,UPI,Success
T000986,C09446,A10510,2026-03-27,Debit,1789,Zomato,UPI,Success
T000987,C03431,A13265,2026-01-13,Debit,3340,Electricity Board,Credit Card,Success
T000988,C02399,A15352,2026-04-06,Debit,4843,D-Mart,Bank Transfer,Success
T000989,C05112,A16807,2026-04-14,Credit,86171,Salary,UPI,Pending
T000990,C04151,A11166,2026-05-19,Debit,716,Electricity Board,UPI,Success
T000991,C06248,A17894,2026-04-15,Debit,2394,Netflix,Debit Card,Success
T000992,C03401,A11498,2026-01-21,Debit,3615,D-Mart,UPI,Success
T000993,C02835,A10159,2026-06-03,Debit,2910,Flipkart,UPI,Success
T000994,C03193,A11221,2026-01-08,Debit,4373,Netflix,UPI,Success
T000995,C04068,A10776,2026-05-14,Debit,4440,Zomato,UPI,Success
T000996,C00751,A12821,2026-07-17,Debit,4046,Airtel,Net Banking,Success
T000997,C03721,A10043,2026-01-21,Credit,21489,Cashback,UPI,Success
T000998,C01621,A17593,2026-02-04,Debit,1259,Electricity Board,UPI,Success
T000999,C02657,A14903,2026-06-28,Debit,4012,D-Mart,Credit Card,Success
T001000,C02916,A12014,2026-04-02,Debit,1504,Uber,Debit Card,Success
