loan_id,customer_id,loan_type,loan_amount,interest_rate,emi,credit_score,loan_status,default_flag,remaining_balance
L00786,C07351,Personal Loan,4000,0.1168,188,697,Active,No,1800
L00787,C15184,Home Loan,500000,0.06509999999999999,3731,761,Active,No,179200
L00788,C06239,Home Loan,125000,0.0731,908,638,Closed,No,0
L00789,C06091,Business Loan,180000,0.1147,3127,656,Active,No,73500
L00790,C11638,Home Loan,450000,0.0882,4516,583,Active,No,285300
L00791,C12648,Education Loan,12000,0.0824,245,719,Active,No,1000
L00792,C09912,Car Loan,12000,0.0748,240,769,Active,No,8700
L00793,C08473,Car Loan,16000,0.0808,391,774,Active,No,12700
L00794,C18272,Business Loan,245000,0.1333,11686,573,Defaulted,Yes,220500
L00795,C03267,Car Loan,56000,0.09699999999999999,1182,657,Active,No,39600
L00796,C00667,Education Loan,80000,0.07400000000000001,1223,795,Active,No,15600
L00797,C04189,Home Loan,475000,0.0699,3680,709,Active,No,44100
L00798,C17056,Car Loan,50000,0.08539999999999999,890,692,Closed,No,0
L00799,C10162,Car Loan,58000,0.0796,1816,690,Active,No,39700
L00800,C11315,Home Loan,500000,0.0694,3306,736,Active,No,240400
L00801,C21509,Car Loan,30000,0.0917,543,714,Closed,No,0
L00802,C21970,Car Loan,52000,0.09910000000000001,961,641,Active,No,12700
L00803,C12892,Education Loan,38000,0.0719,445,764,Active,No,28600
L00804,C04778,Home Loan,225000,0.08779999999999999,2253,587,Active,No,103300
L00805,C03901,Car Loan,40000,0.0665,675,802,Active,No,27600
L00806,C13717,Home Loan,500000,0.0716,3925,613,Active,No,399400
L00807,C06982,Car Loan,26000,0.0876,644,736,Active,No,9500
L00808,C06377,Personal Loan,23000,0.1133,598,675,Active,No,15800
L00809,C16908,Personal Loan,4000,0.1163,88,649,Closed,No,0
L00810,C18778,Personal Loan,22000,0.1047,1939,805,Closed,No,0
L00811,C18978,Home Loan,350000,0.0592,2238,753,Active,No,299800
L00812,C10161,Home Loan,325000,0.0797,2378,684,Closed,No,0
L00813,C14125,Home Loan,300000,0.0509,1627,838,Active,No,98600
L00814,C16283,Car Loan,12000,0.0641,284,773,Active,No,2700
L00815,C10489,Education Loan,10000,0.0916,208,621,Closed,No,0
L00816,C05241,Home Loan,375000,0.101,4053,497,Active,No,174000
L00817,C10454,Home Loan,225000,0.0764,1683,699,Active,No,153900
L00818,C10479,Personal Loan,15000,0.1016,382,807,Active,No,11600
L00819,C12395,Car Loan,40000,0.0739,689,741,Closed,No,0
L00820,C19263,Home Loan,375000,0.049,2946,823,Active,No,323700
L00821,C20528,Home Loan,500000,0.0768,4083,639,Closed,No,0
L00822,C20029,Home Loan,425000,0.0808,4081,680,Closed,No,0
L00823,C04433,Personal Loan,17000,0.1173,798,682,Active,No,11600
L00824,C13569,Home Loan,200000,0.0587,1674,710,Closed,No,0
L00825,C14179,Personal Loan,10000,0.1026,255,755,Closed,No,0
L00826,C17661,Car Loan,38000,0.0701,1174,828,Active,No,27800
L00827,C00303,Car Loan,18000,0.0674,554,846,Active,No,9900
L00828,C17023,Home Loan,100000,0.055,688,831,Active,No,74500
L00829,C00056,Car Loan,60000,0.0716,1857,746,Active,No,33800
L00830,C13014,Personal Loan,11000,0.1184,517,660,Active,No,3300
L00831,C08718,Business Loan,75000,0.1128,1295,709,Active,No,50300
L00832,C08151,Home Loan,225000,0.0644,1953,745,Active,No,51900
L00833,C02126,Car Loan,24000,0.09,763,701,Closed,No,0
L00834,C11480,Car Loan,40000,0.0971,735,612,Closed,No,0
L00835,C15746,Home Loan,500000,0.0708,4517,650,Active,No,420700
L00836,C16749,Business Loan,250000,0.1001,4152,763,Active,No,57100
L00837,C06810,Personal Loan,9000,0.1287,204,669,Closed,No,0
L00838,C04622,Car Loan,12000,0.08800000000000001,215,692,Closed,No,0
L00839,C15035,Home Loan,400000,0.0858,3958,683,Active,No,95500
L00840,C13624,Home Loan,225000,0.0873,2246,614,Active,No,177600
L00841,C05127,Personal Loan,5000,0.1291,446,675,Active,No,3300
L00842,C05123,Home Loan,425000,0.08220000000000001,3342,651,Active,No,378200
L00843,C18031,Personal Loan,3000,0.1299,143,631,Closed,No,0
L00844,C17303,Personal Loan,12000,0.1322,1073,600,Active,No,7400
L00845,C19182,Car Loan,46000,0.08869999999999999,1460,681,Active,No,18900
L00846,C05871,Personal Loan,11000,0.1074,359,742,Active,No,8200
L00847,C01532,Home Loan,450000,0.0688,3146,785,Closed,No,0
L00848,C08173,Car Loan,60000,0.1196,1579,571,Closed,No,0
L00849,C19730,Personal Loan,38000,0.1,964,826,Active,No,19200
L00850,C07674,Home Loan,125000,0.071,1131,714,Active,No,41300
L00851,C06883,Home Loan,175000,0.08449999999999999,1718,594,Active,No,42100
L00852,C01907,Home Loan,475000,0.083,4622,655,Active,No,49100
L00853,C03087,Home Loan,500000,0.09480000000000001,4654,530,Defaulted,Yes,451000
L00854,C13504,Business Loan,120000,0.1225,2134,552,Active,No,71100
L00855,C08153,Personal Loan,7000,0.0894,222,836,Active,No,4000
L00856,C05751,Home Loan,375000,0.084,3231,630,Closed,No,0
L00857,C12773,Home Loan,450000,0.07200000000000001,3543,735,Closed,No,0
L00858,C10268,Home Loan,275000,0.07780000000000001,2083,680,Active,No,50700
L00859,C01063,Personal Loan,30000,0.1118,2654,691,Closed,No,0
L00860,C18361,Home Loan,225000,0.0673,1989,721,Active,No,165100
L00861,C17681,Personal Loan,24000,0.1469,828,512,Defaulted,Yes,21000
L00862,C06230,Personal Loan,38000,0.1006,3342,802,Closed,No,0
L00863,C16510,Education Loan,74000,0.08259999999999999,1510,681,Active,No,23200
L00864,C15148,Home Loan,175000,0.0837,1330,647,Closed,No,0
L00865,C04633,Personal Loan,40000,0.1102,1865,729,Closed,No,0
L00866,C06289,Car Loan,42000,0.0999,1355,628,Active,No,3300
L00867,C03597,Personal Loan,17000,0.1171,562,707,Active,No,11200
L00868,C11476,Car Loan,12000,0.09380000000000001,219,675,Active,No,4500
L00869,C06169,Car Loan,46000,0.07919999999999999,805,750,Active,No,3200
L00870,C09796,Personal Loan,13000,0.1265,293,671,Closed,No,0
L00871,C07562,Personal Loan,5000,0.1235,167,602,Active,No,1300
L00872,C08259,Business Loan,195000,0.1063,9055,720,Active,No,47700
L00873,C16617,Car Loan,36000,0.09269999999999999,752,666,Active,No,31200
L00874,C06372,Business Loan,55000,0.1313,1004,535,Active,Yes,47000
L00875,C20591,Home Loan,225000,0.0723,2051,706,Active,No,133300
L00876,C14370,Personal Loan,9000,0.1296,428,644,Active,No,6800
L00877,C12911,Business Loan,175000,0.103,2932,719,Active,No,91000
L00878,C07944,Home Loan,425000,0.086,3715,617,Active,No,59400
L00879,C12200,Business Loan,245000,0.1221,8162,587,Closed,No,0
L00880,C15729,Home Loan,300000,0.0563,2472,790,Active,No,197600
L00881,C06739,Business Loan,70000,0.0968,1151,761,Active,No,11800
L00882,C15914,Personal Loan,23000,0.1295,774,689,Active,No,7400
L00883,C02473,Home Loan,175000,0.066,1118,727,Closed,No,0
L00884,C19124,Education Loan,46000,0.0768,710,758,Active,No,4800
L00885,C21786,Home Loan,400000,0.084,3194,689,Active,No,160900
L00886,C15680,Home Loan,125000,0.0906,1272,587,Active,No,57300
L00887,C01762,Home Loan,225000,0.0624,1483,715,Active,No,67800
L00888,C10168,Car Loan,58000,0.0796,1016,775,Closed,No,0
L00889,C10555,Business Loan,45000,0.09570000000000001,1443,740,Active,No,32800
L00890,C17261,Home Loan,475000,0.068,3097,695,Active,No,30200
L00891,C14278,Personal Loan,38000,0.1074,3354,738,Active,No,3700
L00892,C03813,Home Loan,350000,0.076,2471,671,Active,No,32600
L00893,C17845,Car Loan,48000,0.081,976,778,Closed,No,0
L00894,C18118,Home Loan,450000,0.0643,3903,804,Active,No,168800
L00895,C01606,Home Loan,275000,0.0906,2799,579,Active,No,207200
L00896,C05623,Home Loan,425000,0.0676,2939,784,Closed,No,0
L00897,C06768,Personal Loan,9000,0.0964,227,850,Active,No,1200
L00898,C11614,Education Loan,40000,0.0687,955,734,Active,No,10600
L00899,C19902,Personal Loan,28000,0.1025,2465,773,Active,No,20800
L00900,C10590,Home Loan,350000,0.094,2917,634,Defaulted,Yes,195400
L00901,C13919,Personal Loan,32000,0.1252,1514,647,Active,No,25700
L00902,C20120,Car Loan,16000,0.092,510,672,Active,No,9300
L00903,C13047,Home Loan,400000,0.08220000000000001,3401,655,Closed,No,0
L00904,C02591,Home Loan,350000,0.09970000000000001,3371,578,Active,Yes,298600
L00905,C17448,Home Loan,450000,0.0753,3156,675,Active,No,52000
L00906,C04325,Car Loan,22000,0.0796,537,761,Closed,No,0
L00907,C10788,Personal Loan,34000,0.1413,1164,579,Active,No,17000
L00908,C09112,Personal Loan,12000,0.1171,1065,705,Closed,No,0
L00909,C05343,Home Loan,325000,0.0717,2952,702,Active,No,187400
L00910,C16390,Home Loan,200000,0.0764,1628,664,Active,Yes,162100
L00911,C08660,Business Loan,80000,0.09949999999999999,3690,732,Active,No,47700
L00912,C14044,Home Loan,500000,0.0733,3438,724,Active,No,321900
L00913,C08838,Business Loan,105000,0.1156,1829,658,Active,No,29700
L00914,C00118,Personal Loan,27000,0.1049,2380,780,Active,No,19000
L00915,C13918,Home Loan,425000,0.06559999999999999,2703,737,Active,No,207900
L00916,C18936,Personal Loan,19000,0.09630000000000001,610,823,Closed,No,0
L00917,C14310,Business Loan,95000,0.1096,4426,684,Active,No,81200
L00918,C13235,Personal Loan,8000,0.1227,712,662,Active,No,2500
L00919,C05561,Education Loan,40000,0.07919999999999999,484,672,Closed,No,0
L00920,C20674,Home Loan,325000,0.0579,2706,790,Closed,No,0
L00921,C00847,Personal Loan,7000,0.1244,157,677,Closed,No,0
L00922,C10955,Education Loan,30000,0.0836,473,682,Active,No,18600
L00923,C13704,Business Loan,150000,0.086,6825,850,Active,No,25300
L00924,C15386,Personal Loan,16000,0.1397,1436,575,Active,No,11800
L00925,C13747,Car Loan,44000,0.0833,1081,720,Closed,No,0
L00926,C06470,Home Loan,175000,0.0724,1193,684,Active,No,120000
L00927,C09334,Home Loan,500000,0.0808,3697,668,Defaulted,Yes,250700
L00928,C16609,Home Loan,325000,0.0906,2629,608,Active,No,189300
L00929,C12820,Home Loan,425000,0.0812,4091,633,Closed,No,0
L00930,C04209,Home Loan,125000,0.07139999999999999,1133,655,Active,No,93500
L00931,C06284,Home Loan,450000,0.062,2955,732,Active,Yes,355400
L00932,C02049,Business Loan,70000,0.0971,2249,762,Active,No,17000
L00933,C06234,Car Loan,12000,0.1121,230,538,Closed,No,0
L00934,C12942,Personal Loan,33000,0.1404,2964,587,Active,No,21800
L00935,C12608,Business Loan,245000,0.1088,8007,736,Closed,No,0
L00936,C09766,Home Loan,150000,0.0682,980,743,Active,No,79000
L00937,C01829,Personal Loan,16000,0.1283,759,565,Closed,No,0
L00938,C01918,Car Loan,12000,0.0806,211,764,Active,No,6000
L00939,C20619,Home Loan,175000,0.0731,1603,688,Active,No,18900
L00940,C06989,Car Loan,58000,0.08539999999999999,1191,753,Closed,No,0
L00941,C18411,Home Loan,400000,0.0894,3583,617,Active,No,68100
L00942,C14595,Home Loan,250000,0.09,2098,571,Closed,No,0
L00943,C20129,Home Loan,250000,0.07919999999999999,2079,663,Active,No,94600
L00944,C12978,Business Loan,150000,0.1143,7021,667,Active,No,46600
L00945,C00010,Car Loan,58000,0.0917,1849,662,Active,No,24000
L00946,C16645,Car Loan,24000,0.0983,607,656,Active,No,15700
L00947,C09866,Personal Loan,8000,0.0933,367,833,Closed,No,0
L00948,C02220,Home Loan,250000,0.1009,2700,545,Closed,No,0
L00949,C07042,Car Loan,24000,0.09519999999999999,769,618,Active,No,8600
L00950,C18445,Personal Loan,33000,0.1258,878,654,Closed,No,0
L00951,C05288,Home Loan,225000,0.0681,1468,692,Active,No,192100
L00952,C01620,Car Loan,60000,0.08310000000000001,1889,750,Active,No,53600
L00953,C08513,Home Loan,375000,0.0626,3217,763,Active,No,279800
L00954,C01343,Home Loan,175000,0.05429999999999999,986,781,Closed,No,0
L00955,C10569,Education Loan,70000,0.0851,1436,730,Active,No,11600
L00956,C19217,Car Loan,40000,0.1047,1300,542,Active,No,6600
L00957,C19209,Car Loan,62000,0.1054,1334,548,Active,No,46300
L00958,C18379,Personal Loan,29000,0.1111,951,787,Active,No,10900
L00959,C14232,Personal Loan,14000,0.1102,305,782,Closed,No,0
L00960,C03491,Car Loan,30000,0.07730000000000001,729,744,Active,No,7800
L00961,C09311,Car Loan,26000,0.102,484,620,Active,No,14100
L00962,C07985,Personal Loan,30000,0.1207,791,662,Defaulted,Yes,18400
L00963,C17989,Business Loan,100000,0.1159,3302,656,Active,No,22300
L00964,C12220,Business Loan,240000,0.1265,5418,602,Active,No,170000
L00965,C00236,Personal Loan,14000,0.1127,460,712,Closed,No,0
L00966,C10162,Education Loan,18000,0.0588,199,850,Closed,No,0
L00967,C01909,Personal Loan,9000,0.1216,424,647,Active,No,5600
L00968,C08568,Personal Loan,6000,0.1094,530,800,Active,No,2600
L00969,C03531,Home Loan,375000,0.0825,2957,614,Active,No,264900
L00970,C05257,Personal Loan,34000,0.1414,1635,559,Active,No,6200
L00971,C19020,Business Loan,60000,0.1007,1277,773,Active,No,29000
L00972,C08163,Car Loan,34000,0.09269999999999999,617,671,Closed,No,0
L00973,C18945,Car Loan,52000,0.0759,1259,798,Active,No,10700
L00974,C05416,Home Loan,250000,0.0585,1588,815,Active,No,71100
L00975,C03392,Personal Loan,22000,0.1288,1045,666,Active,No,18600
L00976,C11158,Home Loan,200000,0.06280000000000001,1235,804,Active,No,59800
L00977,C05952,Home Loan,150000,0.0765,1064,615,Active,No,74800
L00978,C21853,Personal Loan,16000,0.1273,537,614,Active,No,11200
L00979,C08008,Personal Loan,15000,0.11,491,781,Closed,No,0
L00980,C09065,Personal Loan,34000,0.1401,1633,558,Active,Yes,30400
L00981,C21205,Personal Loan,38000,0.1135,1777,689,Closed,No,0
L00982,C15525,Home Loan,350000,0.0539,2839,796,Active,No,312700
L00983,C19283,Home Loan,175000,0.055,1204,801,Active,No,114100
L00984,C00078,Education Loan,64000,0.09119999999999999,1332,653,Active,No,16700
L00985,C07578,Home Loan,100000,0.0682,695,775,Active,No,21600
L00986,C20612,Home Loan,450000,0.0906,4066,594,Closed,No,0
L00987,C16985,Education Loan,32000,0.1014,534,633,Active,No,8300
L00988,C14061,Business Loan,110000,0.1057,2368,709,Active,Yes,53100
L00989,C17450,Car Loan,14000,0.0802,284,722,Active,No,7700
L00990,C18521,Home Loan,300000,0.087,2642,600,Active,No,179700
L00991,C10536,Home Loan,150000,0.0567,936,848,Active,No,113800
L00992,C09511,Business Loan,165000,0.1306,3759,530,Active,Yes,69900
L00993,C06944,Education Loan,64000,0.08529999999999999,1578,694,Active,No,9400
L00994,C11955,Personal Loan,10000,0.1094,327,706,Closed,No,0
L00995,C07805,Home Loan,100000,0.08529999999999999,870,541,Active,Yes,58400
L00996,C06566,Home Loan,375000,0.0601,2418,802,Closed,No,0
L00997,C05985,Home Loan,175000,0.0907,1417,627,Closed,No,0
L00998,C21527,Car Loan,52000,0.0876,1073,698,Active,No,32700
L00999,C04671,Home Loan,475000,0.0737,3279,717,Closed,No,0
L01000,C18575,Business Loan,235000,0.1192,11053,566,Defaulted,Yes,212200
