account_id,customer_id,account_type,balance,branch_id,account_status,open_date
A10888,C27861,Savings,31142.34,B008,Active,2024-10-08
A10889,C28875,Savings,55628.18,B003,Active,2022-05-25
A10890,C11004,Savings,13563.56,B012,Dormant,2018-06-30
A10891,C21733,Credit Card,-13761.91,B020,Dormant,2019-07-09
A10892,C25827,Checking,23567.09,B007,Active,2017-05-09
A10893,C13844,Credit Card,-6702.61,B020,Active,2016-04-15
A10894,C11705,Checking,31787.83,B020,Active,2023-09-12
A10895,C15762,Checking,23858.65,B009,Closed,2026-04-10
A10896,C06191,Loan Account,-73928.86,B011,Active,2015-01-19
A10897,C17641,Credit Card,-5210.53,B022,Active,2024-08-06
A10898,C19761,Fixed Deposit,103207.02,B014,Active,2017-11-29
A10899,C05646,Savings,54268.55,B024,Active,2017-06-19
A10900,C29839,Credit Card,-1586.28,B001,Active,2023-01-26
A10901,C19871,Checking,24237.05,B010,Dormant,2020-02-11
A10902,C19969,Fixed Deposit,32676.32,B004,Active,2020-03-14
A10903,C09589,Checking,15880.88,B018,Active,2023-09-18
A10904,C11830,Savings,30575.47,B001,Active,2020-11-03
A10905,C08054,Savings,36591.07,B024,Active,2016-04-07
A10906,C03331,Savings,22217.38,B024,Active,2024-12-21
A10907,C19088,Savings,42093.58,B009,Active,2026-01-20
A10908,C08663,Checking,28171.8,B001,Active,2020-02-09
A10909,C24505,Fixed Deposit,87155.26,B019,Active,2019-01-22
A10910,C07115,Savings,69094.44,B012,Active,2017-11-27
A10911,C13324,Savings,21074.67,B015,Active,2022-05-16
A10912,C01354,Fixed Deposit,127849.02,B018,Active,2024-06-13
A10913,C10976,Savings,49282.25,B020,Active,2023-09-06
A10914,C11024,Loan Account,-37740.77,B006,Dormant,2018-08-29
A10915,C21448,Savings,50241.25,B008,Active,2022-02-06
A10916,C24934,Savings,66149.41,B004,Active,2016-03-30
A10917,C27596,Savings,62420.68,B020,Active,2015-06-11
A10918,C23960,Loan Account,-159621.81,B015,Dormant,2017-04-16
A10919,C00668,Fixed Deposit,95835.7,B004,Active,2021-05-04
A10920,C20853,Credit Card,-14562.59,B004,Active,2017-10-06
A10921,C29704,Savings,21911.09,B004,Active,2020-10-07
A10922,C09338,Loan Account,-197024.86,B021,Closed,2016-12-03
A10923,C13660,Fixed Deposit,173267.97,B015,Closed,2021-08-12
A10924,C23204,Savings,53397.67,B006,Active,2020-02-02
A10925,C28762,Checking,27405.71,B001,Active,2017-08-19
A10926,C03720,Loan Account,-171840.64,B018,Dormant,2022-08-25
A10927,C19130,Savings,24671.13,B021,Active,2023-01-26
A10928,C07484,Savings,47314.69,B013,Active,2022-03-15
A10929,C00540,Fixed Deposit,214048.37,B013,Active,2023-04-28
A10930,C27356,Checking,29734.98,B008,Active,2015-02-15
A10931,C04965,Loan Account,-120113.33,B003,Active,2017-10-21
A10932,C28713,Checking,11636.02,B010,Active,2026-05-29
A10933,C04836,Savings,35081.95,B011,Active,2018-12-12
A10934,C20160,Checking,5671.66,B013,Dormant,2022-11-07
A10935,C06043,Credit Card,-11545.03,B002,Active,2018-12-29
A10936,C14838,Savings,1850.7,B004,Active,2019-05-04
A10937,C23487,Savings,56193.88,B009,Active,2021-09-04
A10938,C07313,Savings,74624.08,B014,Dormant,2025-05-07
A10939,C05321,Checking,2805.47,B011,Active,2022-02-15
A10940,C13217,Loan Account,-170226.38,B002,Active,2018-05-16
A10941,C22517,Checking,7229.26,B016,Active,2015-01-17
A10942,C24276,Checking,19106.13,B024,Active,2025-03-26
A10943,C27085,Savings,29364.1,B020,Active,2021-04-22
A10944,C02780,Checking,2855.78,B013,Active,2021-04-28
A10945,C17309,Checking,269.87,B004,Active,2025-10-21
A10946,C27533,Credit Card,-9927.87,B024,Dormant,2023-07-05
A10947,C01582,Fixed Deposit,113238.14,B017,Active,2017-12-22
A10948,C24099,Checking,24167.85,B009,Active,2020-07-22
A10949,C19709,Loan Account,-6065.92,B021,Active,2025-10-28
A10950,C12678,Credit Card,-8797.84,B012,Closed,2022-05-22
A10951,C05714,Savings,39287.63,B016,Active,2018-05-21
A10952,C23411,Checking,25676.23,B009,Closed,2020-10-20
A10953,C16640,Fixed Deposit,107244.91,B024,Active,2016-04-27
A10954,C04805,Fixed Deposit,151368.41,B013,Active,2015-06-13
A10955,C18223,Savings,27939.07,B021,Active,2019-01-17
A10956,C10137,Credit Card,-143.93,B007,Active,2021-12-29
A10957,C00010,Savings,17063.93,B016,Active,2025-12-17
A10958,C19256,Savings,56286.04,B020,Dormant,2023-05-01
A10959,C25374,Fixed Deposit,27305.72,B005,Active,2015-10-31
A10960,C23794,Fixed Deposit,71453.29,B022,Active,2019-10-13
A10961,C23803,Checking,24484.24,B006,Active,2017-04-16
A10962,C29549,Savings,23340.47,B021,Active,2025-07-14
A10963,C05125,Credit Card,-10393.73,B002,Active,2024-09-20
A10964,C01016,Checking,7303.86,B001,Active,2020-03-01
A10965,C26401,Savings,6797.73,B022,Active,2025-11-13
A10966,C29046,Savings,26943.47,B017,Active,2020-09-19
A10967,C27713,Savings,7594.38,B017,Active,2016-11-18
A10968,C02194,Checking,34503.21,B018,Active,2018-12-29
A10969,C08416,Savings,22989.03,B016,Active,2022-08-30
A10970,C13551,Savings,40026.87,B017,Active,2015-02-05
A10971,C14513,Fixed Deposit,71936.91,B005,Active,2021-01-13
A10972,C29525,Loan Account,-154453.59,B001,Active,2021-10-06
A10973,C23834,Savings,54032.74,B003,Active,2015-04-16
A10974,C04159,Savings,27482.95,B022,Active,2025-10-04
A10975,C29913,Checking,5870.7,B006,Closed,2022-07-28
A10976,C20310,Savings,15432.99,B011,Dormant,2023-02-16
A10977,C06971,Savings,65859.36,B019,Active,2023-11-16
A10978,C06939,Savings,42612.42,B019,Active,2025-08-03
A10979,C21169,Fixed Deposit,166932.01,B023,Active,2022-08-19
A10980,C13773,Loan Account,-182721.67,B015,Active,2016-03-21
A10981,C20385,Credit Card,-6323.92,B008,Active,2016-01-03
A10982,C18018,Checking,6598.59,B004,Active,2026-06-21
A10983,C10345,Credit Card,-13176.95,B006,Active,2021-04-23
A10984,C07267,Checking,17036.28,B017,Active,2019-08-09
A10985,C08703,Checking,20867.79,B017,Active,2015-07-06
A10986,C00385,Checking,12762.12,B001,Closed,2021-09-11
A10987,C00405,Credit Card,-4658.1,B012,Active,2026-01-23
A10988,C08176,Savings,62164.46,B021,Active,2017-09-30
A10989,C15159,Savings,46497.06,B022,Active,2019-07-21
A10990,C29190,Loan Account,-44999.48,B002,Active,2026-05-17
A10991,C12764,Savings,63702.45,B008,Active,2022-08-10
A10992,C18385,Savings,74244.07,B016,Active,2017-03-09
A10993,C27333,Savings,43888.77,B019,Active,2017-05-16
A10994,C09861,Savings,8793.5,B019,Active,2023-08-10
A10995,C05990,Savings,31281.23,B003,Active,2022-02-26
A10996,C15107,Savings,56015.95,B013,Active,2018-05-12
A10997,C17845,Checking,30505.75,B010,Active,2020-05-30
A10998,C23575,Savings,16123.35,B025,Active,2018-09-09
A10999,C23525,Checking,21121.84,B009,Dormant,2022-12-08
A11000,C03637,Savings,54892.58,B009,Dormant,2023-08-31
